Campaign_No,Campaign_ID,Campaign_Name,Brand,Agent_Status,Start date,Date,Channel,Region,Gender,Age,CTR (%),CPC (_),RoAS,Reach,Frequency (x),Conversion,CPA (_),Conversion Rate (%),Engagement Rate (%),Campaign_Ideation_Time (days),AB_Test_Completion (days),Creative_Refresh_Time (days),Budget_Reallocation_Time (hrs),Optimization_Response_Time (mins),Personalization_Deployment_Time (hrs),Alert_Type,Threshold_Triggered,Auto_Action_Taken,Approval_Status,Business_Impact (_/%),Alert_Timestamp,Pre_Agent_Value,Post_Agent_Value,Improvement (%),Industry_Avg,Vs_Industry (%),Agent_Automated (%),Auto_Optimizations_Today,Avg_Response_Time (mins),Competitor_Share_of_Voice (%),Competitor_Action_Flag,Sentiment_Score (-1 to +1),Top_Consumer_Keyword,Media_Spend (_),Cost_Per_Engagement (_),Drop_off_Cart (%),Bounce_Rate (%),Seasonality_Flag,Influencer_Collaboration_Flag,Regulatory_Risk_Flag,Crisis_Alert_Flag,Brand_Awareness_Lift (%),Net_Promoter_Score (NPS),Forecasted_Conversions (7d),Forecasted_RoAS (7d),Agent_Recommendation_Flag
Campaign 14,CMP-0978,Premium Campaign Promo,Brand X Premium,Human_Approval,2025-05-29,2025-06-25,Google Ads,Tier-3,Male,29,3.735,8.73,4.396764706,496999,4.49,2948.602941,418.02,11.32852941,13.00852941,4,6,6,2.8,57,7.6,Personalization Match Rate Drop,CTR < 2%,Budget Increased,Pending,308471.6453,2025-06-25 17:01:00,2.931176471,4.396764706,50,3.37,48.20285294,48.45,6,41.1372549,59.01923077,N,0.27,Savings,4210585.13,227.13,0.18,97.52,Regular,N,N,Y,18.47426471,-25.92352941,771,3.45,Scale Up
Campaign 11,CMP-0979,Premium Campaign Launch,Brand X Premium,Agent,2025-06-25,2025-07-13,Google Ads,South,All,55,2.74,6.09,4.053333333,473172,1.6,541,233.5,2.61,6.36,4,3,6.666666667,0.7,17,1.1,Frequency Cap Approaching,RoAS < 1.2,Campaign Paused,Approved,0.234666667,2025-07-13 05:50:00,2.533333333,4.053333333,60,3.35,9.25,75.82,6,14,45.62538462,N,0.24,Savings,2941925.7,108.7,0.15,17.4,Regular,N,N,Y,22.68266667,19.74761905,577,3.92,Scale Up
Campaign 23,CMP-0980,Premium Campaign Digital,Brand X Premium,Agent,2025-02-12,2025-02-26,Google Ads,South,All,21,3.26,6.35,4.13,443144.5333,2.41,686,163.42,3.89,6.36,5,2,5,2.3,26,1.6,Personalization Match Rate Drop,CTR < 2%,Campaign Paused,Pending,0.234666667,2025-02-26 16:19:00,2.533333333,4.13,63.03,2.28,42.54,70,13,9,57.16384615,N,0.25,Festive,2188120.53,203.74,0.25,17.39,Holiday,N,N,Y,22.68266667,19.74761905,784,4,Scale Up
Campaign 39,CMP-0981,Classic Campaign Awareness,Brand X Classic,Human_Approval,2025-01-06,2025-02-02,Facebook,Tier-3,Female,28,4.053,6.58,4.539857143,101645.4857,2.28,2966.1,290.99,9.889285714,12.05614286,8,5,8,5.4,58,7.4,Daily Budget Threshold Reached,High CPA,Budget Increased,Auto-resolved,387336.8636,2025-02-02 23:52:00,3.026571429,4.539857143,50,2.1,55.24,45,2,38,67.66666667,N,0.27,Premium,421054.98,539.3,0.1,98.05,Regular,N,N,Y,18.30471429,-21.58,1185,3.44,Scale Up
Campaign 38,CMP-0982,Core Campaign Festive,Brand X Core,Agent,2025-06-20,2025-07-19,LinkedIn,Tier-3,Male,51,4.052848485,9.75,4.17,195402,1.91,4154.278788,306.02,10.29672727,17.37842424,4,6,2,3.8,14,1.7,Daily Budget Threshold Reached,High CPA,None,Approved,347992.256,2025-07-19 20:54:00,2.576666667,4.17,61.84,3.1,58.77260606,88.63,13,5,71.84333333,N,0.27,Discount,1828985.3,175.94,0.3,17.39,Festival,N,N,Y,19.46957576,19.74761905,497,4.17,Scale Up
Campaign 3,CMP-0983,Classic Campaign Festive,Brand X Classic,Agent,2025-02-22,2025-03-23,Instagram,Tier-2,Female,22,4.224,8.82,4.610181818,94758.90909,1.67,3988.509091,222.32,9.686545455,15.14981818,5,6,7,1.6,14,2.4,Personalization Match Rate Drop,CTR < 2%,Budget Increased,Approved,425232.4531,2025-03-23 11:58:00,2.881363636,4.610181818,60,2.65,58.54136364,84.72,8,15,56.39461538,N,0.28,Festive,913926.89,304.41,0.27,17.39,Regular,Y,N,Y,19.81018182,19.74761905,1102,3.99,Scale Up
Campaign 4,CMP-0984,Premium Campaign Digital,Brand X Premium,Agent,2025-06-19,2025-06-26,Instagram,Metro Cities,Female,48,4.568533333,7.22,4.96,153345,2.94,4032.106667,156.07,14.19093333,17.10773333,5,6,7,3.3,14,2.1,Daily Budget Threshold Reached,High CPA,Bid Reduction,Approved,385279.8459,2025-06-26 09:16:00,2.486333333,4.96,99.49,1.86,54.88556667,75.69,8,14,56.39461538,N,0.26,Digital,1302547.4,143.24,0.49,17.39,Off-season,Y,N,Y,19.54293333,19.74761905,755,5.08,Scale Up
Campaign 24,CMP-0985,Premium Campaign Festive,Brand X Premium,Human_Approval,2025-03-10,2025-03-31,LinkedIn,Tier-3,Female,56,4.337857143,8.89,3.984285714,295820,4.22,2994.214286,468.18,11.06928571,14.97142857,6,6,7,5.7,58,6.3,Daily Budget Threshold Reached,High CPA,Content Fallback,Pending,348621.0979,2025-03-31 02:18:00,2.656190476,3.984285714,50,3.08,53.61942857,57.15,9,30,41.92307692,N,0.24,Premium,3010514.72,381.16,0.25,98.08,Off-season,N,N,Y,18.01285714,-18,604,3.29,Scale Up
Campaign 7,CMP-0986,Classic Campaign Summer,Brand X Classic,Human_Approval,2025-01-12,2025-01-19,YouTube,Pan-India,All,42,3.695892857,9.44,4.185535714,285946,2.68,3406.928571,744.9964286,12.26357143,13.40142857,5,8,7,3.4,33,7,Personalization Match Rate Drop,CTR < 2%,None,Auto-resolved,245364.78,2025-01-19 00:13:00,2.790357143,4.185535714,50,3.31,30.64935714,45,8,35,42.86538462,N,0.27,NewLaunch,2768739.2,793.67,0.16,98.79,Holiday,Y,N,Y,18.71410714,-20,354,4.17,Scale Up
Campaign 16,CMP-0987,Classic Campaign Awareness,Brand X Classic,Human_Approval,2025-04-14,2025-05-13,Google Ads,West,Male,28,2.52,7.11,3.165,328597.5,1.89,191.25,390.39,1.83,8.3625,7,8.333333333,9.333333333,5,49,4.5,None,CTR < 2%,None,Auto-resolved,-0.039,2025-05-13 10:38:00,2.11,3.165,50,3.28,-23.78,45,8,37,58.25,N,0.23,Premium,592768.26,207.72,0.11,98.31,Festival,N,Y,Y,21.03,-16.9,402,2.6,Optimize
Campaign 36,CMP-0988,Classic Campaign Summer,Brand X Classic,Agent,2025-04-25,2025-05-20,YouTube,East,Male,25,3.37,6.71,4.38,438732.8,2.84,677,156.81,4.28,5.91,1,4,6,1.2,18,3.4,None,High CPA,Bid Reduction,Pending,0.456,2025-05-20 19:11:00,2.385,4.38,83.65,2.12,-23.11,70,11,9,71.01,Y,0.25,Digital,1035082.97,105.95,0.52,17.39,Regular,Y,N,Y,22.84,19.74761905,743,4.39,Scale Up
Campaign 9,CMP-0989,Core Campaign Festive,Brand X Core,Human_Approval,2025-03-07,2025-03-14,Google Ads,Metro Cities,Male,44,4.2246,6.37,4.3,140221,2.97,4188.24,392.14,11.163,17.5272,3,8,7,4.9,32,5,Frequency Cap Approaching,CTR < 2%,Budget Increased,Approved,436801.5516,2025-03-14 16:33:00,2.6268,4.3,63.7,1.8,50.40412,55.74,7,36,61.32692308,Y,0.24,Digital,759211.09,145.94,0.16,98.23,Holiday,N,N,Y,18.4086,-8,745,4.12,Scale Up
Campaign 8,CMP-0990,Premium Campaign Digital,Brand X Premium,Agent,2025-03-10,2025-03-20,Google Ads,North,All,56,3.55,6.54375,4.592,496393.6,1.67,610,250.92,3.64,7.808,2,2,4,1.2,12,2.8,Performance Anomaly - Positive,High CPA,Content Fallback,Approved,0.17,2025-03-20 15:04:00,2.87,4.592,60,2.18,38.53,70,16,14,66.01,N,0.23,Digital,3272505.99,188.81,0.2,17.38,Holiday,N,N,Y,23.12,19.74761905,719,3.58,Scale Up
Campaign 22,CMP-0991,Core Campaign Awareness,Brand X Core,Human_Approval,2025-01-28,2025-01-28,LinkedIn,West,Female,22,3.1425,8.793333333,3.22,101757.75,3.88,213,323.4,2.73,5.46,3,8,6,4.2,35,5.7,Performance Anomaly - Positive,High CPA,Bid Reduction,Pending,0.0225,2025-01-28 00:56:00,2.105,3.22,52.97,1.9,50.6415,46.94,2,35,36.58333333,N,0.23,Discount,841078.25,173.71,0.33,97.61,Regular,N,N,Y,19.0125,3,808,3.1,Scale Up
Campaign 34,CMP-0992,Premium Campaign Promo,Brand X Premium,Human_Approval,2025-04-28,2025-05-23,Facebook,North,Male,33,2.85,11.38,2.535,433952,1.87,201,652.7733333,2.67,8.745,5.333333333,5.333333333,8,6.933333333,77,4.466666667,None,High CPA,Content Fallback,Auto-resolved,0.705,2025-05-23 19:53:00,1.69,2.535,50,2.95,-16.95,45,5,72,56.96153846,N,0.25,Savings,5173868.81,371.42,0.05,98.81,Holiday,N,Y,Y,18.87,-7,1173,1.82,Optimize
Campaign 3,CMP-0993,Premium Campaign Launch,Brand X Premium,Manual,2025-06-14,2025-06-15,LinkedIn,North,Male,40,1.95,14.85,2.63,348285,3.49,450,782.17,1.9,5.3,15,13,19,9.7,178,6.2,Performance Anomaly - Positive,High CPA,Budget Increased,Auto-resolved,0.01,2025-06-15 13:09:00,1.48,1.46,-1.35,2.33,-37.34,8.65,0,117,49,N,-0.22,Premium,4664473.18,252.69,0.18,98.31,Festival,N,N,Y,14.59,-19,55,2.82,Optimize
Campaign 41,CMP-0994,Premium Campaign Launch,Brand X Premium,Human_Approval,2025-05-29,2025-06-14,YouTube,South,Male,55,3.03,9.58,3.8,437258,1.57,266,620.7933333,2.82,5.54,7,8,5,3.6,45,3.4,Personalization Match Rate Drop,High CPA,Budget Increased,Pending,0.24,2025-06-14 08:07:00,1.84,3.8,106.52,1.86,15.665,45,2,41,45.94230769,N,0.27,Savings,5023693.65,207.38,0.07,98.48,Regular,Y,N,Y,18.735,-18,300,3.97,Scale Up
Campaign 10,CMP-0995,Core Campaign Promo,Brand X Core,Agent,2025-02-06,2025-03-06,Instagram,Tier-2,All,50,4.156266667,9.96,4.93,297599,2.65,3283.84,210.83,10.0416,13.90026667,4,3,6,2.4,29,2.7,RoAS Below Target Threshold,CTR < 2%,Campaign Paused,Approved,364684.6768,2025-03-06 02:41:00,2.767333333,4.93,78.15,2.62,27.6861,74.79,18,14,66.39461538,N,0.27,Savings,2594080.32,203.66,0.3,17.38,Off-season,Y,N,Y,20.2032,19.74761905,958,5.06,Scale Up
Campaign 36,CMP-0996,Core Campaign Digital,Brand X Core,Agent,2025-01-09,2025-01-21,LinkedIn,East,All,50,3.67,6.65,3.56,478858.24,1.96,544,327.98,2.03,7.04,3,2,5,0.6,23,1.9,Performance Anomaly - Positive,High CPA,Campaign Paused,Pending,0.2848,2025-01-21 22:14:00,2.11,3.56,68.72,3.32,3.31,70,8,12,57.16384615,Y,0.22,NewLaunch,2131250.5,141.08,0.2,17.38,Off-season,N,N,Y,22.9152,19.74761905,638,3.77,Scale Up
Campaign 39,CMP-0997,Core Campaign Promo,Brand X Core,Agent,2025-01-01,2025-01-14,YouTube,Metro Cities,Female,22,3.716413793,7.35,4.644413793,348577,2.46,3000.937931,251.1,10.14234483,18.39117241,5,5,6,2.2,20,1.1,Frequency Cap Approaching,High CPA,None,Pending,302942.9252,2025-01-14 05:34:00,2.902758621,4.644413793,60,3.42,43.95255172,70,11,6,73.31769231,Y,0.26,Digital,2150767,380.87,0.25,17.37,Regular,Y,N,Y,19.94427586,19.74761905,735,5.01,Scale Up
Campaign 20,CMP-0998,Core Campaign Launch,Brand X Core,Agent,2025-05-03,2025-05-18,YouTube,East,Female,22,4.46,5.56,4.288,448712,2.4,696,120.96,4.6,5.88,4.375,5,7,3.3,24,2.2,Frequency Cap Approaching,High CPA,Bid Reduction,Pending,0.01,2025-05-18 23:39:00,2.68,4.288,60,3.31,-18.356,70,14,7,54.08692308,N,0.26,Discount,1715594.7,97.58,0.29,17.37,Holiday,Y,N,Y,22.944,19.74761905,785,4.31,Scale Up
Campaign 11,CMP-0999,Core Campaign Promo,Brand X Core,Manual,2025-02-26,2025-03-08,YouTube,Tier-2,Female,36,1.77,16.66,2.41,265699,1.95,127,1202.93,1.39,5.62,10,11,17,9,113,8,Personalization Match Rate Drop,High CPA,Campaign Paused,Auto-resolved,-0.03,2025-03-08 22:34:00,2.21,2.23,0.9,3.21,-30.53,8.11,3,95,37,N,-0.22,NewLaunch,4652943.35,311.6,0.06,98.55,Holiday,N,N,Y,14.28,-18,140,2.42,Optimize
Campaign 27,CMP-1000,Premium Campaign Festive,Brand X Premium,Manual,2025-06-17,2025-07-15,Facebook,North,Female,35,1.07,16.72,1.7,209389,1.6,62,966.52,1.75,4.45,13,11,11,8.2,108,10.8,Performance Anomaly - Positive,High CPA,None,Approved,0.22,2025-07-15 02:35:00,1.84,1.8,-2.17,2.49,-27.71,3.47,1,115,52,N,-0.23,Festive,3312250.13,355.48,0.04,98.05,Off-season,N,N,Y,14.01,-12,65,1.86,Optimize
Campaign 14,CMP-1001,Classic Campaign Festive,Brand X Classic,Agent,2025-05-05,2025-06-03,Instagram,Metro Cities,Male,48,4.11,8.4,4.21,262921,1.55,4183.834483,269.52,11.28772414,13.84551724,2,6,4,2,22,1.2,Personalization Match Rate Drop,CTR < 2%,None,Approved,349179.0074,2025-06-03 13:54:00,2.613448276,4.21,61.09,2.56,39.82303448,89.33,16,12,68.70230769,N,0.25,Discount,2239821.06,383.74,0.27,17.37,Off-season,Y,N,Y,19.728,19.74761905,552,4.49,Scale Up
Campaign 35,CMP-1002,Core Campaign Digital,Brand X Core,Agent,2025-03-20,2025-04-19,YouTube,South,All,21,3.01,7.51875,5.14,485108,2.78,1826,205.63,4.5,6.1632,4,3,2,1.6,26,1.3,Frequency Cap Approaching,High CPA,Bid Reduction,Approved,0.2336,2025-04-19 09:46:00,2.424,5.14,112.05,3.05,-17.1392,70,11,6,58.70230769,N,0.23,Savings,5004897.2,526.38,0.51,17.36,Festival,Y,Y,Y,22.4384,19.74761905,858,5.48,Scale Up
Campaign 43,CMP-1003,Premium Campaign Summer,Brand X Premium,Human_Approval,2025-01-16,2025-01-29,Instagram,Tier-2,Male,32,3.910909091,9.51,3.68,376221,3.62,2798.181818,563.12,7.060909091,14.62090909,7,5,7,3.6,37,7.8,None,CTR < 2%,None,Approved,280911.9818,2025-01-29 21:35:00,2.367727273,3.68,55.42,2.5,46.25459091,46.28,6,30,35.94230769,N,0.23,Discount,4033114.8,307.17,0.23,98.62,Holiday,Y,N,Y,18.66477273,-21.92272727,909,3.83,Scale Up
Campaign 17,CMP-1004,Premium Campaign Summer,Brand X Premium,Human_Approval,2025-04-17,2025-04-29,Instagram,North,Female,21,3.19,8.06,3.8325,317026,2.43,599,330.66,2.44,3.75,6,6,7,4.6,54,3.9,Performance Anomaly - Positive,High CPA,Budget Reallocation,Auto-resolved,0.28,2025-04-29 05:00:00,2.555,3.8325,50,3.46,-33.82,59.21,9,32,56.71153846,N,0.24,Digital,3023257.75,310.63,0.22,97.44,Festival,N,N,Y,20.5125,-15,639,3.1,Scale Up
Campaign 14,CMP-1005,Classic Campaign Festive,Brand X Classic,Agent,2025-02-11,2025-03-08,Google Ads,South,Male,45,4.31,6.34,5.68,500278.4,4.47,1917,135.19,4.69,6.88,2,6,5.625,2.5,13,2,None,High CPA,Campaign Paused,Approved,0.16,2025-03-08 05:48:00,2.22,5.68,155.86,2.68,-23.88,70,20,9,68.70230769,Y,0.25,Festive,3210635.12,156.38,0.52,17.36,Off-season,N,N,Y,23.136,19.74761905,740,5.87,Scale Up
Campaign 37,CMP-1006,Core Campaign Promo,Brand X Core,Human_Approval,2025-04-26,2025-05-05,Facebook,Tier-2,Male,24,4.7562,7.63,4.1292,448939,4.17,3888.48,655.7624,9.7452,16.302,6,7.973333333,7,7.1,58,3.3,None,High CPA,Budget Increased,Auto-resolved,435308.8758,2025-05-05 18:48:00,2.7528,4.1292,50,2.27,51.18828,49.12,2,37,62.09615385,N,0.27,Digital,3514247.83,414.17,0.1,99.01,Off-season,N,N,Y,18.6642,-14.508,383,3.16,Scale Up
Campaign 4,CMP-1007,Classic Campaign Awareness,Brand X Classic,Agent,2025-06-09,2025-06-21,Facebook,North,All,19,3.63,8.9421875,4.712,403902,1.7,1139,210.29,4.57,6.61,5,2,8,3.6,15,3.9,Frequency Cap Approaching,RoAS < 1.2,None,Auto-resolved,0.176,2025-06-21 16:32:00,2.945,4.712,60,3.42,-2.34,70,18,10,48.70230769,N,0.26,Festive,3384133.85,195.76,0.4,17.36,Off-season,N,N,Y,21.956,19.74761905,1278,4.48,Scale Up
Campaign 7,CMP-1008,Premium Campaign Summer,Brand X Premium,Agent,2025-04-23,2025-05-23,Facebook,Tier-3,Male,64,4.48,4.72,5.31,258314,1.71,3843.368421,172.96,10.82357895,10.67663158,2,6,8,3.5,18,1.1,Performance Anomaly - Positive,High CPA,Content Fallback,Pending,389169.1971,2025-05-23 06:02:00,2.804210526,5.31,89.36,2.72,33.15718421,88.52,6,10,66.39461538,Y,0.22,NewLaunch,1024048.04,122.74,0.26,17.35,Off-season,N,N,Y,20.05347368,19.74761905,642,5.67,Scale Up
Campaign 8,CMP-1009,Core Campaign Digital,Brand X Core,Manual,2025-06-10,2025-07-08,Facebook,South,All,33,1.81,17.06,2.93,329786,2.4,154,1586.91,1.08,4.59,7,8,10,10.6,118,11.9,Personalization Match Rate Drop,High CPA,Bid Reduction,Auto-resolved,0.46,2025-07-08 00:49:00,1.27,1.22,-3.94,1.91,-36.13,10.83,2,62,34.61538462,Y,-0.23,Savings,4623596.14,305.45,0.06,99.08,Festival,N,N,Y,14.52,-3,163,3.18,Optimize
Campaign 33,CMP-1010,Core Campaign Summer,Brand X Core,Agent,2025-04-15,2025-04-18,Google Ads,North,Male,59,3.216,6.314583333,4.773333333,420303,2.42,910,300.68,3.29,7.701333333,3,4,7,3.5,15,4,Personalization Match Rate Drop,High CPA,Campaign Paused,Approved,0.133333333,2025-04-18 22:18:00,2.983333333,4.773333333,60,3.02,-21.398,70,12,15,65.62538462,N,0.27,Festive,4433682.28,470.93,0.26,17.35,Off-season,N,N,Y,22.02666667,19.74761905,1086,4.73,Scale Up
Campaign 5,CMP-1011,Classic Campaign Promo,Brand X Classic,Agent,2025-02-06,2025-03-07,YouTube,Tier-2,All,22,3.703,8.72,4.76,258060,4.34,3454.2,226.68,11.152,16.192,1,6,5,0.9,12,2.3,Performance Anomaly - Positive,High CPA,Content Fallback,Auto-resolved,358363.621,2025-03-07 21:37:00,2.869375,4.76,65.89,1.78,30.6710625,70,12,15,57.16384615,Y,0.28,Festive,2527100.67,507.39,0.48,17.35,Regular,Y,N,Y,19.558,19.74761905,1119,4.79,Scale Up
Campaign 32,CMP-1012,Premium Campaign Launch,Brand X Premium,Manual,2025-01-22,2025-02-03,YouTube,West,All,42,1.21,10.95,2.89,321807,2.23,54,1760.72,0.63,2.4,12,10,19,9.7,147,5.5,Daily Budget Threshold Reached,High CPA,Budget Reallocation,Pending,0.43,2025-02-03 00:27:00,2.01,2.16,7.46,2.83,-23.67,11.72,3,77,33,N,-0.26,Festive,3536026.81,457.83,0.02,99.4,Holiday,Y,N,Y,14.5,-25,65,3.05,Optimize
Campaign 7,CMP-1013,Classic Campaign Promo,Brand X Classic,Agent,2025-03-18,2025-04-13,Instagram,West,All,25,3.24,7.98125,4.85,446925.6,3.45,1106,292.46,3.21,5.6,3,3,5,1.8,24,2.7,Personalization Match Rate Drop,RoAS < 1.2,Budget Increased,Auto-resolved,0.208,2025-04-13 03:01:00,2.965,4.85,63.58,2.57,56.42,76.54,19,7,60.24076923,N,0.22,Discount,2378315.22,653.33,0.49,17.34,Off-season,Y,N,Y,22.936,19.74761905,1251,4.74,Scale Up
Campaign 9,CMP-1014,Classic Campaign Launch,Brand X Classic,Agent,2025-03-25,2025-04-05,Google Ads,Metro Cities,Male,57,4.50624,5.47,5.92,391104,3.94,4467.456,255.86,11.9072,18.69568,2,5,6,2.3,19,1.2,Frequency Cap Approaching,High CPA,None,Auto-resolved,465921.655,2025-04-05 19:12:00,2.6268,5.92,125.37,2.64,50.40412,89.59,12,8,62.54846154,Y,0.25,NewLaunch,2169692.31,209.34,0.21,17.34,Holiday,N,N,Y,19.63584,19.74761905,809,6.48,Scale Up
Campaign 6,CMP-1015,Core Campaign Launch,Brand X Core,Agent,2025-02-14,2025-03-06,Instagram,Tier-3,Female,58,3.950315789,8.16,4.98,181802,4.4,3718.905263,313.09,11.07115789,12.79410526,3,6,2,3.7,30,1.3,Personalization Match Rate Drop,High CPA,Bid Reduction,Pending,288814.8025,2025-03-06 01:08:00,3.06,4.98,62.75,2.31,44.03921053,74.75,14,7,64.85615385,N,0.28,Discount,1742078.68,225.47,0.47,17.34,Off-season,Y,N,Y,20.42105263,19.74761905,675,5.22,Scale Up
Campaign 31,CMP-1016,Premium Campaign Summer,Brand X Premium,Manual,2025-03-17,2025-03-30,Instagram,Tier-3,All,18,2.07,14.53,2.54,105888,3.72,109,1086.82,1.34,3.18,12,15,18,7.8,110,6.7,Frequency Cap Approaching,CTR < 2%,Budget Increased,Pending,0.24,2025-03-30 01:43:00,2.87,3.15,9.76,2.12,48.58,5,3,95,57,N,-0.25,Savings,1598625.85,474.76,0.14,98.81,Festival,N,N,Y,13.23,-27,124,2.44,Optimize
Campaign 8,CMP-1017,Premium Campaign Promo,Brand X Premium,Human_Approval,2025-05-27,2025-06-26,Google Ads,South,Male,32,3.63,7.106666667,3.33,469011,2.83,711,406.1266667,2.625,6.45,7,9.333333333,6,7.933333333,106.6666667,7.6,RoAS Below Target Threshold,High CPA,Campaign Paused,Auto-resolved,0.15,2025-06-26 05:09:00,2.22,3.33,50,2.38,-35.048,45,2,49.33333333,49.01923077,N,0.28,Festive,2058545.89,602.1,0.05,99.4,Holiday,N,N,Y,21.69,-9,624,3.31,Scale Up
Campaign 26,CMP-1018,Classic Campaign Festive,Brand X Classic,Agent,2025-06-26,2025-07-12,Google Ads,Pan-India,Female,54,4.366,9.22,4.361333333,453698,1.72,3988.533333,288.32,13.44933333,16.24533333,2,5,7,0.9,26,3.7,Performance Anomaly - Positive,High CPA,None,Auto-resolved,390622.1407,2025-07-12 12:08:00,2.725833333,4.361333333,60,1.7,47.18025,70,19,6,56.39461538,N,0.25,NewLaunch,4685322.44,234.7,0.14,17.34,Festival,N,N,Y,19.43133333,19.74761905,567,4.02,Scale Up
Campaign 12,CMP-1019,Classic Campaign Summer,Brand X Classic,Agent,2025-03-11,2025-04-09,Facebook,West,Male,50,4.06,5.2,5.95,526883.6,3.17,327,142.45,3.66,5.196,5,3,5,1.2,17,3,None,CTR < 2%,Budget Reallocation,Approved,0.492,2025-04-09 17:43:00,2.165,5.95,174.83,2.37,21.88875,81.58,16,13,64.08692308,N,0.27,NewLaunch,706335.83,179.91,0.36,17.33,Off-season,N,N,Y,23.088,19.74761905,345,5.9,Scale Up
Campaign 35,CMP-1020,Premium Campaign Festive,Brand X Premium,Agent,2025-05-15,2025-05-30,YouTube,East,Male,60,3.264,6.803125,5.48,438732.8,2.39,746,273.7,2.57,4.104,2,5,3,2.3,11,2.8,None,High CPA,Bid Reduction,Approved,0.456,2025-05-30 03:47:00,2.385,5.48,129.77,2.76,-26.45,74.93,14,14,74.08692308,N,0.23,Premium,2930865.69,206.63,0.23,17.33,Regular,N,N,Y,22.84,19.74761905,894,5.25,Scale Up
Campaign 47,CMP-1021,Core Campaign Summer,Brand X Core,Agent,2025-03-08,2025-04-02,YouTube,West,Female,57,3.39,7.2,5.94,540057.6,2.91,378,188.95,3.82,4.72,3,5,8,4,23,1.6,Personalization Match Rate Drop,High CPA,None,Approved,0.144,2025-04-02 00:31:00,3.07,5.94,93.49,2.65,-12.83,85.5,17,11,55.62538462,Y,0.25,Savings,1254784.7,167.66,0.34,17.32,Regular,Y,N,Y,23.064,19.74761905,423,6.08,Scale Up
Campaign 40,CMP-1022,Classic Campaign Awareness,Brand X Classic,Agent,2025-01-15,2025-02-03,Instagram,East,Male,48,4.39,7.68125,4.95,528256.8,3.24,509,467.67,2.364,6.116,4,4,3,3,21,1.7,None,High CPA,Budget Increased,Approved,0.37,2025-02-03 20:08:00,2.9275,4.95,69.09,1.54,171.43,70,17,6,53.31769231,Y,0.27,NewLaunch,1495603.26,176.36,0.4,17.32,Regular,Y,N,Y,22.736,19.74761905,606,5.32,Scale Up
Campaign 37,CMP-1023,Classic Campaign Summer,Brand X Classic,Manual,2025-01-15,2025-01-25,LinkedIn,South,All,25,1.62,15.57,2.03,149903,3.49,64,2061.81,0.76,2.23,13,12,20,7.3,71,9.6,RoAS Below Target Threshold,CTR < 2%,Content Fallback,Auto-resolved,0.12,2025-01-25 11:17:00,2.68,2.87,7.09,3.3,-13.03,0.12,3,94,51,N,-0.27,Festive,1923137.65,575.3,0.06,99.25,Regular,N,N,Y,13.62,-37,74,2.01,Optimize
Campaign 33,CMP-1024,Classic Campaign Promo,Brand X Classic,Agent,2025-03-08,2025-04-04,YouTube,North,All,33,4.41,5.89,4.08,223449,2.42,906,155.03,3.8,3.6,1,5,5,2.4,27,1.2,Daily Budget Threshold Reached,RoAS < 1.2,Campaign Paused,Approved,-0.065,2025-04-04 06:12:00,2.3,4.08,77.39,2.29,15.72,84.73,20,8,51.01,N,0.22,Festive,1325379.78,164.76,0.5,17.32,Regular,N,N,Y,20.832,19.74761905,1002,4.31,Scale Up
Campaign 44,CMP-1025,Premium Campaign Digital,Brand X Premium,Agent,2025-02-13,2025-03-09,Facebook,Tier-3,Male,23,4.252210526,7.21,4.486736842,357250,4.29,3843.368421,300.58,10.82357895,10.67663158,1,6,4,3.5,30,1.2,Performance Anomaly - Positive,CTR < 2%,Campaign Paused,Auto-resolved,389169.1971,2025-03-09 01:01:00,2.804210526,4.486736842,60,1.54,51.3,85.82,17,11,55.62538462,N,0.27,NewLaunch,2188823.68,325.9,0.38,17.32,Festival,N,N,Y,20.05347368,19.74761905,1242,4.48,Scale Up
Campaign 16,CMP-1026,Premium Campaign Launch,Brand X Premium,Human_Approval,2025-06-22,2025-07-09,YouTube,West,All,30,2.45,7.768888889,3.58,458747.5,2.6,164,796.7511111,1.64,3.91,7,4,9,5.5,41,4.2,Performance Anomaly - Positive,High CPA,None,Approved,0.305,2025-07-09 10:36:00,2.386666667,3.58,50,2.15,-9.117333333,49.67,4,45,57.30769231,N,0.22,Discount,4134411.76,669.4,0.06,98.8,Regular,N,N,Y,21.395,-22,1089,3.32,Scale Up
Campaign 41,CMP-1027,Premium Campaign Launch,Brand X Premium,Agent,2025-03-15,2025-04-03,Instagram,Pan-India,Male,18,4.132,5.72,4.51,469232,1.55,3252.2,243.68,10.538,13.71466667,5,6,8,2.9,16,2.3,Daily Budget Threshold Reached,High CPA,None,Approved,305084.5027,2025-04-03 10:50:00,2.715416667,4.51,66.09,3.42,37.90908333,70,11,7,76.84333333,Y,0.26,Savings,2458469.67,103.96,0.16,17.32,Off-season,Y,N,Y,19.39666667,19.74761905,590,4.49,Scale Up
